Name,URL,Summary,Category
Benetech,https://volunteerinfo.org/benetech/,We develop technology that truly helps to change the world. No matter what your professional background or area of expertise there are several exciting ways (both virtual and in-house) to engage with Benetech’s work as a volunteer. We are currently …,"Education and Literacy, Environment, Human Rights and Civil Liberties, Palo Alto, Peninsula"
Back on Track,https://volunteerinfo.org/back-on-track/,Back on Track was founded in 1988 as an interfaith collaborative effort between Third Baptist Church and Temple Emanu-El. The unique partnership has crossed religious and cultural differences to build bridges of opportunity for K-12 students. As a non-denominational community-based …,"Education and Literacy, Mentorship and Tutoring, Peninsula, Religion and Spirituality, San Francisco"
Project Read,https://volunteerinfo.org/project-read/,BALit (Bay Area Literacy) serves adults in the Bay Area who choose to improve their reading and writing skills. BALit’s 25 member programs are located in libraries from Mendocino County to Santa Clara County. Each year these programs serve some …,"Education and Literacy, Palo Alto, Peninsula, Redwood City, San Francisco"
Mission Dignity,https://volunteerinfo.org/mission-dignity/,Mission Dignity Youth-led Peer Education and College Resource Center Mission Dignity is a community-based youth-led organization located in San Francisco’s Mission District. Mission Dignity’s vision is to improve the lives of culturally diverse youth by creating a new environment filled …,"Education and Literacy, Mentorship and Tutoring, Peninsula, San Francisco"
Hiller Aviation Museum,https://volunteerinfo.org/hiller-aviation-museum/,"The Hiller Aviation Institute, a non-profit organization, brings together historical, educational and technological resources to create programs which increase public understanding of science and aviation and inspire new opportunities. The Hiller Aviation Institute is dedicated to the dreams of flight …","Education and Literacy, Peninsula, Research and Science"
Rosetta Project,https://volunteerinfo.org/rosetta-project/,"The Rosetta Project is The Long Now Foundation’s first exploration into very long-term archiving. It serves as a means to focus attention on the problem of digital obsolescence, and ways we might address that problem through creative archival storage methods. …","Education and Literacy, Peninsula, Research and Science, San Francisco"
Resource Area for Teachers,https://volunteerinfo.org/resource-area-for-teachers/,The Resource Area for Teaching (RAFT) started with an idea. What if: Every child could get excited about learning through collaborative “hands-on” activities? Every educator could obtain low-cost materials and the training to use them in “hands-on” projects? 21st Century …,"Education and Literacy, Library and Resource Centers, Peninsula, Redwood City, San Jose, South Bay"
First Graduate,https://volunteerinfo.org/first-graduate/,First Graduate is a San Francisco-based college access program that helps students finish high school and become the first in their families to graduate from college. We work exclusively with aspiring first-generation college graduates students whose parents never completed college …,"Education and Literacy, Mentorship and Tutoring, Peninsula, San Francisco, Youth"
Environmental Volunteers,https://volunteerinfo.org/environmental-volunteers/,"Environmental Volunteers promotes understanding of and responsibility for the environment through hands-on science education. We train volunteers to teach natural science to children in Santa Clara and San Mateo counties through classroom lessons, day camps, nature walks and field trips …","Education and Literacy, Environment, Palo Alto, Peninsula, Research and Science, San Jose, South Bay"
Vision Literacy,https://volunteerinfo.org/vision-literacy/,"Welcome to Vision Literacy, a premium provider of comprehensive adult and family literacy education services in Santa Clara County. By partnering with local donors, volunteers, and organizations, our nationally recognized and accredited program empowers adult learners to reach their personal …","Education and Literacy, Mentorship and Tutoring, Milpitas, South Bay"
Community Services Agency,https://volunteerinfo.org/community-services-agency/,"For over 50 years, Community Services Agency has been providing vital social services for residents of Mountain View, Los Altos and Los Altos Hills. We understand that hardship can come at any time and knows no age limit. We provide …","Emergency and Safety, Housing and Homelessness, Mountain View, Peninsula, Seniors"
Bay Area Mountain Rescue Unit,https://volunteerinfo.org/bay-area-mountain-rescue-unit/,"BAMRU is a volunteer wilderness search and rescue team specialized for operations involving difficult terrain, challenging weather conditions, or high altitude. We are based in the San Francisco Bay Area and operate throughout California.","Emergency and Safety, Palo Alto, Peninsula"
Marin County Search and Rescue,https://volunteerinfo.org/marin-county-search-and-rescue/,"You know that we are the Search and Rescue team, but what is it that we do? We… …search for missing people in the wilderness and urban settings all over California …get paged out for a search mission (usually at …","Emergency and Safety, North Bay, San Rafael"
Sustainable Silicon Valley,https://volunteerinfo.org/sustainable-silicon-valley/,"Sustainable Silicon Valley is helping businesses, government and NGOs make a difference in reducing their impact on the environment. Be a part of the action with a volunteer opportunity that enhances your resume and gives you an inside look at …","Employment, Job and Workplace, Santa Clara, Silicon Valley, South Bay"
So Others Might Eat (SOME),https://volunteerinfo.org/so-others-might-eat-some/,"Restoring hope and dignity one person at a time So Others Might Eat has served Washington, DC for 40 years, working to: Feed and clothe DC’s homeless and poor Treat ill, homeless people at our medical, dental and mental health …","Employment, Food and Clothing, Housing and Homelessness, Independent Living"
